policy,estimator,arm,estimate,std_error,ci_low,ci_high,valid,note,effective_sample_fraction,rep
fixed,difference_in_means,2,0.11799317283507,0.0204091181978399,0.0779920362110827,0.1579943094590574,True,,1.0,13
fixed,ipw,2,0.13,0.0243294673337742,0.0823151202627588,0.1776848797372411,True,,1.0,13
fixed,aipw,2,0.1121158438774316,0.0196736554610419,0.0735561877295397,0.1506755000253235,True,,1.0,13
fixed,aw_aipw,2,0.1121158438774316,0.0196736554610418,0.0735561877295397,0.1506755000253234,True,,1.0,13
fixed,difference_in_means,3,0.1211926819514795,0.0205432745450853,0.0809286037185938,0.1614567601843653,True,,1.0,13
fixed,ipw,3,0.126,0.024252382244042,0.0784662042623788,0.1735337957376211,True,,1.0,13
fixed,aipw,3,0.120850644333535,0.0198630499797324,0.0819197817501404,0.1597815069169296,True,,1.0,13
fixed,aw_aipw,3,0.120850644333535,0.0198630499797324,0.0819197817501404,0.1597815069169295,True,,1.0,13
fixed,difference_in_means,1,0.1364988208401413,0.0208114204087238,0.0957091863719207,0.177288455308362,True,,1.0,14
fixed,ipw,1,0.142,0.0255170880087268,0.0919874265125564,0.1920125734874435,True,,1.0,14
fixed,aipw,1,0.1411244161083231,0.0198897747327207,0.1021411739715757,0.1801076582450704,True,,1.0,14
fixed,aw_aipw,1,0.141124416108323,0.0198897747327206,0.1021411739715756,0.1801076582450703,True,,1.0,14
fixed,difference_in_means,2,0.1181481602163588,0.0207805867953997,0.0774189585197668,0.1588773619129509,True,,1.0,14
fixed,ipw,2,0.119,0.0250921731679137,0.0698202442970466,0.1681797557029533,True,,1.0,14
fixed,aipw,2,0.1173540976961198,0.0199357611087929,0.0782807239184913,0.1564274714737484,True,,1.0,14
fixed,aw_aipw,2,0.1173540976961198,0.0199357611087929,0.0782807239184913,0.1564274714737483,True,,1.0,14
fixed,difference_in_means,3,0.1074674753164455,0.0206138591189478,0.0670650538609251,0.147869896771966,True,,1.0,14
fixed,ipw,3,0.115,0.0250169984721016,0.0659675839933871,0.1640324160066129,True,,1.0,14
fixed,aipw,3,0.1090691122313379,0.0200649009890884,0.0697426289393625,0.1483955955233134,True,,1.0,14
fixed,aw_aipw,3,0.1090691122313379,0.0200649009890884,0.0697426289393624,0.1483955955233134,True,,1.0,14
fixed,difference_in_means,1,0.1813549380821928,0.0208050398782461,0.1405778092239109,0.2221320669404748,True,,1.0,15
fixed,ipw,1,0.151,0.0255237657028486,0.1009743384725779,0.201025661527422,True,,1.0,15
