policy,rep,cumulative_reward,expected_cumulative_reward,oracle_regret,share_arm0,share_arm1,share_arm2,share_arm3
thompson,259,1505.0,1523.832053237933,258.40694553595586,0.03225,0.5235,0.386,0.05825
thompson,260,1571.0,1572.6825921675395,235.37622793718336,0.022,0.762,0.0465,0.1695
thompson,261,1472.0,1494.4823817596102,300.55323673389387,0.03225,0.38375,0.061,0.523
thompson,262,1588.0,1545.2782344570385,226.31883741262536,0.03025,0.822,0.058,0.08975
thompson,263,1507.0,1521.1039037802525,247.40396026348668,0.0245,0.6705,0.20225,0.10275
thompson,264,1509.0,1497.3609099706862,277.91237936448994,0.034,0.36275,0.486,0.11725
thompson,265,1597.0,1540.2120973434287,241.3670585183941,0.03275,0.716,0.1545,0.09675
thompson,266,1500.0,1536.051242506414,252.36993988059837,0.02975,0.58875,0.1895,0.192
thompson,267,1505.0,1539.1460602970456,240.7006915324866,0.029,0.71225,0.14025,0.1185
thompson,268,1569.0,1541.0292690583888,237.61222341479893,0.03575,0.7345,0.15125,0.0785
thompson,269,1557.0,1550.460736007259,255.68534171327164,0.03625,0.70025,0.0975,0.166
thompson,270,1534.0,1570.8053216838766,225.10843091414552,0.02675,0.80075,0.08,0.0925
thompson,271,1587.0,1561.7511439524255,222.24804561642728,0.028,0.82325,0.06025,0.0885
thompson,272,1566.0,1547.5438364075917,237.45050253228015,0.03025,0.70875,0.223,0.038
thompson,273,1468.0,1481.6348649606484,297.5850484053348,0.03575,0.2915,0.5025,0.17025
thompson,274,1502.0,1471.7469904941029,319.1071054641825,0.0265,0.207,0.31625,0.45025
thompson,275,1534.0,1540.4055103513715,249.41071569632737,0.02575,0.58175,0.33175,0.06075
thompson,276,1538.0,1531.1756298044238,241.40409500591667,0.0425,0.7295,0.12,0.108
thompson,277,1573.0,1539.196007512999,260.7953082867307,0.028,0.56425,0.22175,0.186
thompson,278,1479.0,1524.006396172377,275.23101911506615,0.0335,0.44775,0.40025,0.1185
thompson,279,1623.0,1565.0319554229138,221.9430027859352,0.0265,0.77675,0.07025,0.1265
thompson,280,1551.0,1562.3466414827112,237.7378890789757,0.04975,0.7655,0.1225,0.06225
thompson,281,1521.0,1533.174013958886,261.31701960073406,0.03,0.612,0.092,0.266
thompson,282,1512.0,1510.3703240611162,280.5075690953628,0.03625,0.41925,0.4,0.1445
thompson,283,1599.0,1578.266934789889,228.8880616559713,0.03125,0.69275,0.2125,0.0635
thompson,284,1581.0,1573.575924486417,225.53591357302676,0.0295,0.82125,0.07275,0.0765
thompson,285,1496.0,1542.9033521948254,249.6633403317697,0.041,0.677,0.143,0.139
thompson,286,1578.0,1552.637595559772,249.55401815514168,0.052,0.70125,0.09025,0.1565
thompson,287,1576.0,1552.577268931169,242.42651829987585,0.0275,0.69175,0.0935,0.18725
thompson,288,1583.0,1568.5431653961373,223.5075209264805,0.02575,0.7795,0.1235,0.07125
thompson,289,1558.0,1548.2123115467878,238.18593639526853,0.04275,0.75675,0.10525,0.09525
thompson,290,1496.0,1538.5182369845056,250.0594327783432,0.03875,0.67075,0.20575,0.08475
thompson,291,1544.0,1562.4623607854442,242.79526367471524,0.03475,0.68825,0.23075,0.04625
thompson,292,1605.0,1567.653428735617,229.02015454493383,0.03225,0.79525,0.122,0.0505
thompson,293,1471.0,1526.8771869526686,274.7898218776194,0.0305,0.50525,0.187,0.27725
thompson,294,1539.0,1533.542680864029,257.2479887691396,0.0465,0.63325,0.0695,0.25075
thompson,295,1572.0,1597.6440329328657,213.6218154737542,0.02675,0.8455,0.09825,0.0295
thompson,296,1513.0,1529.6075178424855,242.241977313858,0.04075,0.71025,0.158,0.091
thompson,297,1493.0,1512.295956563441,275.10870346244764,0.0425,0.55725,0.10325,0.297
thompson,298,1550.0,1541.31132229728,229.0408990643171,0.03325,0.80725,0.05075,0.10875
thompson,299,1554.0,1574.7006793510368,242.6535416815294,0.032,0.692,0.24475,0.03125
ucb1,0,1543.0,1559.0361842364362,240.27774211496993,0.02675,0.68275,0.16225,0.12825
ucb1,1,1538.0,1557.756317459381,248.8410458936255,0.023,0.61875,0.17975,0.1785
ucb1,2,1464.0,1489.2188938688491,266.33171360231813,0.0385,0.48975,0.3355,0.13625
ucb1,3,1566.0,1559.491069517111,226.76211122470258,0.01225,0.74425,0.1255,0.118
ucb1,4,1517.0,1546.4796777029164,244.20629692616956,0.0225,0.6815,0.14525,0.15075
ucb1,5,1528.0,1524.7216725366015,258.18067559627394,0.03425,0.62975,0.1705,0.1655
ucb1,6,1612.0,1563.1954398012876,244.1815544116346,0.03775,0.67225,0.1855,0.1045
ucb1,7,1500.0,1500.6381821045845,289.4654576732241,0.04,0.507,0.09425,0.35875
ucb1,8,1540.0,1493.41613589682,287.5340123312053,0.06475,0.50025,0.252,0.183
ucb1,9,1551.0,1570.3902287834976,236.2868377810278,0.04525,0.747,0.094,0.11375
ucb1,10,1472.0,1474.9365502148394,309.8037109172267,0.0495,0.29275,0.4545,0.20325
ucb1,11,1515.0,1519.6166159262511,279.87447556960507,0.02025,0.492,0.138,0.34975
ucb1,12,1547.0,1542.880201387216,240.25227970817002,0.0325,0.7015,0.18025,0.08575
ucb1,13,1543.0,1538.640992956553,266.63415590740163,0.036,0.59875,0.1325,0.23275
ucb1,14,1564.0,1547.4257981436485,245.24209009394852,0.03,0.67425,0.16775,0.128
ucb1,15,1542.0,1563.2421101551463,243.09237202389875,0.029,0.7085,0.174,0.0885
ucb1,16,1555.0,1534.4427238033973,244.66817016885759,0.018,0.5855,0.2845,0.112
ucb1,17,1481.0,1549.3170638488668,262.48069259291213,0.0375,0.60325,0.231,0.12825
ucb1,18,1553.0,1540.2695284546057,252.59019636800315,0.0315,0.58925,0.24375,0.1355
ucb1,19,1559.0,1543.3717066975157,262.30786058110857,0.0305,0.57925,0.15325,0.237
ucb1,20,1511.0,1527.9193960957991,273.2608490678136,0.02425,0.518,0.2095,0.24825
ucb1,21,1572.0,1535.0863970054615,253.70052408613915,0.0145,0.575,0.246,0.1645
ucb1,22,1549.0,1507.7768225302598,282.6514334967692,0.0395,0.4855,0.202,0.273
ucb1,23,1550.0,1526.9615291382709,276.6034882549437,0.0565,0.55475,0.174,0.21475
ucb1,24,1517.0,1527.9240496728353,253.51146207441892,0.03075,0.613,0.25325,0.103
ucb1,25,1453.0,1484.1575026689873,306.922659132075,0.071,0.3925,0.34075,0.19575
ucb1,26,1549.0,1548.3063961419173,225.62507228049984,0.01225,0.712,0.14225,0.1335
ucb1,27,1478.0,1506.049167984339,284.1987390856633,0.0575,0.5075,0.2025,0.2325
ucb1,28,1551.0,1549.1645488472418,244.86334998253574,0.041,0.74425,0.081,0.13375
ucb1,29,1512.0,1488.560763570556,295.0780305523027,0.02575,0.26075,0.53575,0.17775
ucb1,30,1513.0,1538.8243598645067,252.0869612962988,0.04925,0.721,0.087,0.14275
ucb1,31,1525.0,1557.816862197268,225.43936306992592,0.02225,0.74275,0.14475,0.09025
ucb1,32,1561.0,1551.191732422702,241.3844384141586,0.0205,0.6635,0.15425,0.16175
ucb1,33,1503.0,1527.1497248617693,269.59358875304815,0.01625,0.51325,0.1085,0.362
ucb1,34,1488.0,1514.4588077454875,257.04727555430895,0.0395,0.61775,0.2195,0.12325
ucb1,35,1528.0,1532.4785664266367,245.35104256167622,0.04,0.65475,0.19825,0.107
ucb1,36,1557.0,1514.4665981890457,264.1356673876644,0.03075,0.4975,0.34525,0.1265
ucb1,37,1545.0,1550.7423975386266,250.62395061367968,0.03875,0.57375,0.27625,0.11125
ucb1,38,1588.0,1543.535914651338,254.56356495364747,0.0335,0.55525,0.3425,0.06875
ucb1,39,1523.0,1532.5926713600256,251.90087620456927,0.04,0.5905,0.202,0.1675
ucb1,40,1492.0,1513.3607500879002,265.7507642880082,0.038,0.58575,0.143,0.23325
ucb1,41,1506.0,1512.652857433302,269.4987187088642,0.021,0.48625,0.262,0.23075
ucb1,42,1474.0,1483.1578129245122,301.09892819679067,0.046,0.35425,0.1775,0.42225
ucb1,43,1530.0,1521.699636290296,267.3112894997481,0.0465,0.63025,0.0715,0.25175
ucb1,44,1587.0,1564.5419691392706,245.96803496905846,0.043,0.63975,0.176,0.14125
ucb1,45,1541.0,1559.2077033514997,242.97894269467503,0.0325,0.65475,0.19975,0.113
ucb1,46,1570.0,1533.3419304609001,257.82359223376284,0.0325,0.55125,0.26775,0.1485
ucb1,47,1534.0,1547.2728902984431,252.22548473488212,0.037,0.6315,0.12475,0.20675
ucb1,48,1511.0,1521.75552739853,253.60560293195792,0.0315,0.61575,0.22225,0.1305
ucb1,49,1578.0,1533.4127757243818,260.70171971988475,0.04575,0.61125,0.184,0.159
ucb1,50,1547.0,1517.6112223571636,269.2596873620977,0.0315,0.508,0.33275,0.12775
ucb1,51,1541.0,1531.4981781528738,269.1228777607556,0.031,0.56125,0.265,0.14275
ucb1,52,1489.0,1519.3796473830862,271.78496480177097,0.055,0.595,0.13,0.22
ucb1,53,1563.0,1523.0985867183297,261.78342281922187,0.02825,0.525,0.246,0.20075
ucb1,54,1519.0,1560.984917709636,232.8317444357566,0.0365,0.77325,0.1515,0.03875
ucb1,55,1583.0,1534.0124142482534,259.64502558538334,0.05125,0.65375,0.1835,0.1115
ucb1,56,1533.0,1505.8593947659215,274.9541559142448,0.05175,0.54175,0.25225,0.15425
ucb1,57,1567.0,1543.1439666812405,231.5280730470207,0.018,0.681,0.225,0.076
ucb1,58,1483.0,1514.052710837756,265.122713951494,0.0425,0.56175,0.27425,0.1215
ucb1,59,1505.0,1520.425349095522,269.9488230384942,0.03375,0.50475,0.295,0.1665
ucb1,60,1541.0,1529.555581626238,253.94674474592057,0.0205,0.58775,0.2145,0.17725
ucb1,61,1537.0,1541.5848468597121,260.30659096093495,0.0275,0.60525,0.1795,0.18775
ucb1,62,1530.0,1530.5205850394493,271.76143536376134,0.03925,0.46375,0.43575,0.06125
ucb1,63,1520.0,1517.9254425943245,270.56899042123064,0.04,0.53825,0.217,0.20475
ucb1,64,1587.0,1540.4677560938426,257.5811775254157,0.041,0.64225,0.2045,0.11225
ucb1,65,1544.0,1524.4336649993033,266.20703639373903,0.02725,0.5175,0.2285,0.22675
ucb1,66,1488.0,1514.3830017379441,250.22642843218682,0.042,0.622,0.24575,0.09025
ucb1,67,1575.0,1523.2757136163539,263.11203888866385,0.028,0.585,0.13625,0.25075
ucb1,68,1529.0,1514.5187727405917,286.20150976180236,0.03675,0.48425,0.2805,0.1985
ucb1,69,1489.0,1542.480735566362,245.21129266841035,0.03225,0.67175,0.14725,0.14875
ucb1,70,1462.0,1509.922051221537,278.2155061088962,0.04875,0.4385,0.356,0.15675
ucb1,71,1542.0,1510.676479360316,283.80750417669014,0.04225,0.3815,0.39075,0.1855
ucb1,72,1522.0,1530.3628536798492,267.9573450920008,0.03575,0.48225,0.34875,0.13325
ucb1,73,1497.0,1521.9586949714117,263.3877103199477,0.0485,0.61975,0.16875,0.163
ucb1,74,1493.0,1491.4376525061757,273.8217704441529,0.07025,0.57825,0.27125,0.08025
ucb1,75,1487.0,1517.72955930965,283.7338589847659,0.0345,0.5005,0.101,0.364
ucb1,76,1576.0,1526.2258165179728,260.99442830697615,0.04425,0.57275,0.32825,0.05475
ucb1,77,1508.0,1501.7350741298133,293.4257189021322,0.0255,0.3965,0.26,0.318
ucb1,78,1498.0,1525.3476852559354,277.9926472112181,0.0195,0.41825,0.37825,0.184
ucb1,79,1504.0,1504.8676854112812,293.2587173423076,0.04125,0.38175,0.34125,0.23575
ucb1,80,1442.0,1514.7707552096015,272.21930717876353,0.042,0.49875,0.34225,0.117
ucb1,81,1526.0,1515.6025766468256,270.64605082068806,0.0405,0.4615,0.32125,0.17675
ucb1,82,1494.0,1506.1211823425933,271.837212388843,0.0435,0.576,0.14575,0.23475
ucb1,83,1573.0,1529.7925381006362,242.1476121832884,0.02475,0.658,0.16225,0.155
ucb1,84,1512.0,1509.7241782060494,272.92664858661306,0.02325,0.46225,0.37725,0.13725
ucb1,85,1607.0,1550.5705331413083,250.2163341066767,0.0325,0.66625,0.16175,0.1395
ucb1,86,1546.0,1522.922551771012,264.51732786316524,0.03925,0.55175,0.22125,0.18775
ucb1,87,1544.0,1540.2646325306823,237.00987017937058,0.044,0.72225,0.159,0.07475
ucb1,88,1518.0,1521.3111034617132,244.51805514781222,0.02925,0.587,0.2215,0.16225
ucb1,89,1585.0,1551.746870971749,238.2044234020615,0.02,0.62075,0.20225,0.157
ucb1,90,1480.0,1501.5287294288928,296.39174978699606,0.05425,0.4095,0.33175,0.2045
ucb1,91,1526.0,1532.6434593205101,250.2613519687371,0.04375,0.71,0.141,0.10525
ucb1,92,1472.0,1492.321243587172,290.6642561705811,0.04475,0.45975,0.2095,0.286
ucb1,93,1533.0,1516.073777219086,265.4411023773382,0.04675,0.57975,0.30325,0.07025
ucb1,94,1596.0,1547.5697713627997,237.52244658576828,0.03,0.68325,0.179,0.10775
ucb1,95,1524.0,1511.5752237496424,268.64351098608415,0.04125,0.49625,0.22575,0.23675
ucb1,96,1514.0,1548.3388144023743,241.92281389309088,0.02575,0.6795,0.16475,0.13
ucb1,97,1531.0,1547.5639074637659,246.68843552281578,0.04775,0.713,0.16075,0.0785
ucb1,98,1533.0,1541.6407634173406,247.1230771769321,0.029,0.633,0.1785,0.1595
ucb1,99,1498.0,1526.8683503204388,275.1264910214713,0.0475,0.5805,0.16725,0.20475
ucb1,100,1525.0,1527.605760749645,274.11688742419005,0.0415,0.56625,0.107,0.28525
ucb1,101,1516.0,1514.2757698846813,267.63079088046175,0.03575,0.51675,0.239,0.2085
ucb1,102,1515.0,1539.0107080297055,257.14184868161453,0.0395,0.5625,0.21825,0.17975
ucb1,103,1529.0,1541.8677961419032,240.34715722513494,0.03,0.67725,0.21125,0.0815
ucb1,104,1542.0,1535.1887031286772,261.7213918328109,0.049,0.602,0.231,0.118
ucb1,105,1617.0,1558.8608277868361,231.36542289974403,0.02175,0.745,0.0885,0.14475
ucb1,106,1561.0,1555.3506686959863,241.42695321558395,0.01875,0.63325,0.1855,0.1625
ucb1,107,1475.0,1543.1707436450974,245.36148907863452,0.028,0.61825,0.2335,0.12025
ucb1,108,1501.0,1526.1504172258735,247.3783375240031,0.01875,0.643,0.21725,0.121
ucb1,109,1528.0,1525.5259386144849,270.3372047643468,0.0335,0.451,0.37075,0.14475
ucb1,110,1546.0,1500.325803069172,288.29109429941144,0.028,0.335,0.50425,0.13275
ucb1,111,1479.0,1523.3589947582414,272.0971036213997,0.04625,0.566,0.2285,0.15925
ucb1,112,1488.0,1505.9059476421676,276.73674651089027,0.05575,0.5245,0.3225,0.09725
ucb1,113,1575.0,1527.6962610996447,252.85760009248756,0.036,0.61975,0.277,0.06725
ucb1,114,1566.0,1539.363475315427,237.47788209924215,0.03,0.68475,0.16375,0.1215
ucb1,115,1537.0,1509.6369470464847,266.98152417398506,0.046,0.583,0.1315,0.2395
ucb1,116,1482.0,1530.4693728741217,261.78400485057585,0.05125,0.59675,0.2605,0.0915
ucb1,117,1498.0,1549.3283396873308,249.45186531183188,0.02525,0.56975,0.29925,0.10575
ucb1,118,1471.0,1524.9432356773036,260.45932378572206,0.0365,0.493,0.36225,0.10825
ucb1,119,1493.0,1533.3914091865204,265.9397742755362,0.0385,0.552,0.254,0.1555
ucb1,120,1539.0,1542.0436796119347,253.71921749536187,0.02975,0.62075,0.24775,0.10175
ucb1,121,1509.0,1514.3007342457481,288.2226054111154,0.04225,0.45675,0.29975,0.20125
ucb1,122,1487.0,1517.192698649364,278.23935250024175,0.03875,0.47375,0.275,0.2125
ucb1,123,1594.0,1582.7696086278293,213.1790013242939,0.017,0.81175,0.13225,0.039
ucb1,124,1474.0,1508.7913168912828,272.69471569179996,0.0225,0.436,0.38075,0.16075
ucb1,125,1546.0,1562.445051838374,238.01286801158756,0.0245,0.69975,0.15375,0.122
ucb1,126,1551.0,1528.3568435951427,255.61961570616506,0.03875,0.6465,0.13875,0.176
ucb1,127,1534.0,1537.8121054443086,246.19292204005012,0.0215,0.66025,0.2105,0.10775
ucb1,128,1527.0,1539.3715080513634,250.43464387226635,0.0365,0.63975,0.15825,0.1655
ucb1,129,1558.0,1532.6112929074952,238.21133014728423,0.02725,0.68475,0.1105,0.1775
ucb1,130,1516.0,1540.9813274675932,253.56178688263265,0.02175,0.59,0.226,0.16225
ucb1,131,1526.0,1524.0605861546264,269.1766094956412,0.0625,0.6475,0.15775,0.13225
ucb1,132,1503.0,1551.8163235049806,238.11142124092987,0.02325,0.74275,0.03625,0.19775
ucb1,133,1530.0,1538.759593300571,243.0733876798725,0.02625,0.66275,0.183,0.128
ucb1,134,1538.0,1543.2505575224545,245.11292045053855,0.04275,0.68475,0.204,0.0685
ucb1,135,1497.0,1504.7814744711723,269.8691030228857,0.0265,0.46125,0.2555,0.25675
ucb1,136,1568.0,1549.1244760439356,255.8318622856496,0.043,0.66525,0.19375,0.098
ucb1,137,1543.0,1538.1691574477904,245.61343419540088,0.02425,0.62275,0.14525,0.20775
ucb1,138,1595.0,1553.1342769883156,234.96997613281894,0.0175,0.72075,0.15225,0.1095
ucb1,139,1491.0,1521.9031570569864,265.62461166226257,0.029,0.4535,0.34075,0.17675
ucb1,140,1548.0,1530.0261286536884,260.13298931347424,0.04275,0.61125,0.18425,0.16175
ucb1,141,1475.0,1497.413079869119,296.6780623898459,0.0445,0.3635,0.3715,0.2205
ucb1,142,1535.0,1539.5559022316577,240.76250064613666,0.01825,0.65925,0.174,0.1485
ucb1,143,1516.0,1525.4279439243983,260.87124048927393,0.01675,0.51275,0.2655,0.205
ucb1,144,1542.0,1569.582642314966,224.83282646046996,0.0215,0.7745,0.13525,0.06875
ucb1,145,1557.0,1550.6388442064763,251.24923804123893,0.03425,0.6365,0.08925,0.24
ucb1,146,1521.0,1539.814150306481,255.46001233200883,0.0345,0.60825,0.15525,0.202
ucb1,147,1455.0,1500.1152559075258,288.05256204686816,0.044,0.39775,0.3585,0.19975
ucb1,148,1507.0,1535.4241057878835,257.3482566122973,0.03825,0.624,0.235,0.10275
ucb1,149,1585.0,1543.921486783132,266.07037816973093,0.03425,0.5895,0.2105,0.16575
ucb1,150,1582.0,1549.2349313089248,230.2438325037839,0.0395,0.774,0.10675,0.07975
ucb1,151,1462.0,1528.1817613978342,250.60336572584504,0.0505,0.681,0.15225,0.11625
ucb1,152,1520.0,1514.3967973060662,282.28949319226166,0.08125,0.55925,0.19925,0.16025
ucb1,153,1572.0,1540.8461843262069,257.5267673639288,0.026,0.5455,0.20375,0.22475
ucb1,154,1475.0,1515.2369533064148,271.82754763929313,0.04325,0.49775,0.32375,0.13525
ucb1,155,1479.0,1507.4542751630238,257.84918937046007,0.024,0.565,0.1705,0.2405
ucb1,156,1545.0,1522.7261932914805,261.3899520404873,0.03225,0.538,0.29525,0.1345
ucb1,157,1495.0,1527.7596728938452,257.3455678748404,0.02975,0.56925,0.21925,0.18175
ucb1,158,1503.0,1514.8534492639722,267.8215189559206,0.0295,0.458,0.3445,0.168
ucb1,159,1506.0,1516.3856137190912,268.83678759208703,0.0205,0.504,0.253,0.2225
ucb1,160,1604.0,1594.6839546819,216.2193303903536,0.008,0.7765,0.11075,0.10475
ucb1,161,1507.0,1498.9241985895371,291.34656421014995,0.0655,0.453,0.21825,0.26325
ucb1,162,1582.0,1558.4486435984948,242.55000524725665,0.033,0.69225,0.1135,0.16125
ucb1,163,1470.0,1505.0131737839129,262.81318763617855,0.0225,0.5355,0.2755,0.1665
ucb1,164,1525.0,1531.8484830564128,271.1349517994431,0.05425,0.57275,0.2025,0.1705
ucb1,165,1588.0,1520.2582647208774,266.3857332771614,0.0315,0.52625,0.298,0.14425
ucb1,166,1515.0,1518.4072800629783,269.59730993792607,0.024,0.4235,0.32925,0.22325
ucb1,167,1506.0,1515.3651910759834,279.06525276871974,0.058,0.55475,0.22825,0.159
ucb1,168,1534.0,1549.5329276346756,258.20738859120775,0.03475,0.6425,0.14675,0.176
ucb1,169,1558.0,1542.3284965433327,257.7062734747062,0.0505,0.6135,0.17075,0.16525
ucb1,170,1551.0,1526.1782551284273,249.0582146621996,0.02425,0.59425,0.31225,0.06925
ucb1,171,1519.0,1511.2358469925284,270.41421860802024,0.032,0.52575,0.27075,0.1715
ucb1,172,1453.0,1487.8319908000353,293.5958315204591,0.03875,0.3785,0.35025,0.2325
ucb1,173,1583.0,1530.4546307954045,261.81653139442165,0.031,0.52,0.30625,0.14275
ucb1,174,1485.0,1535.156894964904,264.03882663153496,0.02625,0.57525,0.18875,0.20975
ucb1,175,1538.0,1540.6661143571314,255.55004381285224,0.03475,0.60325,0.2335,0.1285
ucb1,176,1501.0,1515.2695973228988,266.73692479122445,0.04975,0.57975,0.1755,0.195
ucb1,177,1569.0,1544.0597783895564,244.61536129795434,0.03675,0.65525,0.10675,0.20125
ucb1,178,1589.0,1574.9295284702098,218.0634830519381,0.0255,0.8035,0.0655,0.1055
ucb1,179,1579.0,1537.0446162220023,260.0377079474059,0.025,0.55575,0.24475,0.1745
ucb1,180,1555.0,1561.9473158109033,254.98761450721224,0.042,0.65025,0.1825,0.12525
ucb1,181,1508.0,1525.50775845437,257.67000117924385,0.016,0.4985,0.27675,0.20875
ucb1,182,1564.0,1531.0812864040615,268.2890335194436,0.05775,0.55325,0.293,0.096
ucb1,183,1556.0,1524.0147083132954,256.6669010791899,0.03625,0.58225,0.2305,0.151
ucb1,184,1535.0,1537.1737126542228,248.04157904947866,0.0275,0.5635,0.293,0.116
ucb1,185,1492.0,1524.6356975555593,259.067788658184,0.0445,0.61075,0.1745,0.17025
ucb1,186,1554.0,1546.9160055902962,236.04129170511135,0.048,0.7455,0.0615,0.145
ucb1,187,1538.0,1497.448052102808,295.2177033904982,0.0595,0.444,0.32675,0.16975
ucb1,188,1512.0,1533.9875684277067,261.68062528126814,0.048,0.6165,0.16775,0.16775
ucb1,189,1507.0,1517.493681904713,261.1344330879129,0.039,0.56675,0.2315,0.16275
ucb1,190,1489.0,1515.7841786019658,267.9181474271229,0.061,0.61125,0.16325,0.1645
ucb1,191,1539.0,1525.7566812077152,258.5910467508712,0.02525,0.573,0.186,0.21575
ucb1,192,1543.0,1516.788616793684,270.6493064543064,0.03375,0.5405,0.22025,0.2055
ucb1,193,1528.0,1516.863563719018,270.9142960744839,0.03975,0.517,0.27125,0.172
ucb1,194,1523.0,1532.5747599219485,253.10934187540977,0.0195,0.6325,0.0605,0.2875
ucb1,195,1558.0,1534.2599728911914,250.43149995172078,0.02025,0.61425,0.2535,0.112
ucb1,196,1560.0,1574.735327267899,229.1345312994893,0.03325,0.81275,0.06025,0.09375
ucb1,197,1561.0,1561.8423664663903,246.11053618879203,0.04025,0.6525,0.18275,0.1245
ucb1,198,1551.0,1495.925804465972,271.05719816309715,0.0255,0.46075,0.357,0.15675
ucb1,199,1558.0,1555.741830548574,249.9359999412958,0.02725,0.58625,0.29,0.0965
ucb1,200,1513.0,1542.19872137068,258.91818368752183,0.046,0.651,0.16,0.143
ucb1,201,1500.0,1474.5341392960593,294.4680796828413,0.02575,0.302,0.32725,0.345
ucb1,202,1537.0,1503.222139550978,267.80718639871424,0.03675,0.49125,0.175,0.297
ucb1,203,1523.0,1542.4891229962352,254.40785960944953,0.03675,0.57725,0.3395,0.0465
ucb1,204,1538.0,1528.3748770019445,240.4401335223339,0.032,0.66675,0.15375,0.1475
ucb1,205,1563.0,1523.8198950423503,271.7155025080365,0.045,0.53025,0.273,0.15175
ucb1,206,1527.0,1520.9882853808363,252.41433767681838,0.036,0.69025,0.0425,0.23125
ucb1,207,1536.0,1502.7634203166672,289.50277635895833,0.0555,0.465,0.21475,0.26475
ucb1,208,1491.0,1546.5242458487937,244.60106248261914,0.01825,0.65725,0.1185,0.206
ucb1,209,1635.0,1566.567959543867,236.76011360789275,0.01625,0.69575,0.154,0.134
ucb1,210,1506.0,1504.9917948099294,275.84009835935757,0.04725,0.5295,0.285,0.13825
ucb1,211,1626.0,1562.8191708720894,250.01523048990333,0.03875,0.67675,0.12125,0.16325
ucb1,212,1547.0,1547.8400552764629,242.28594297319424,0.04375,0.6825,0.111,0.16275
ucb1,213,1615.0,1532.0938705836143,253.7386519882828,0.06425,0.722,0.11175,0.102
ucb1,214,1568.0,1561.1045653187025,244.31531668742943,0.03825,0.6425,0.1985,0.12075
ucb1,215,1489.0,1524.0906976769381,260.4884171153862,0.0495,0.6395,0.18275,0.12825
ucb1,216,1456.0,1487.335424901114,297.2431024194095,0.0495,0.41425,0.3185,0.21775
ucb1,217,1492.0,1488.7745359340745,277.53857156903643,0.0385,0.44425,0.23325,0.284
ucb1,218,1429.0,1464.1790716421008,329.061055499295,0.0645,0.238,0.3935,0.304
ucb1,219,1473.0,1484.5250662639164,277.90807609897297,0.0455,0.51825,0.182,0.25425
ucb1,220,1525.0,1554.5181457132103,244.47321769967812,0.01675,0.58,0.2475,0.15575
ucb1,221,1528.0,1491.3663743848933,285.1314465605789,0.05375,0.4775,0.2825,0.18625
ucb1,222,1531.0,1545.5535531232504,240.1597147965482,0.03925,0.69125,0.096,0.1735
ucb1,223,1523.0,1520.2244629431996,271.36861883374587,0.0455,0.54225,0.243,0.16925
ucb1,224,1558.0,1529.4401866948938,263.1476311655033,0.03575,0.53675,0.22975,0.19775
ucb1,225,1488.0,1512.9707399213007,273.2181555766632,0.0315,0.43725,0.4595,0.07175
ucb1,226,1472.0,1521.3805412525376,262.7414459392186,0.04475,0.55925,0.3245,0.0715
ucb1,227,1557.0,1530.9922215774823,264.9220332789864,0.03475,0.54575,0.19075,0.22875
ucb1,228,1570.0,1546.7429610162787,254.18811778165707,0.0395,0.64525,0.13325,0.182
ucb1,229,1580.0,1532.0548739477135,252.47694939819542,0.028,0.618,0.2175,0.1365
ucb1,230,1551.0,1521.6960862109613,269.4394667496323,0.0445,0.529,0.26,0.1665
ucb1,231,1566.0,1522.4376495757037,242.72029663444025,0.02025,0.6025,0.3285,0.04875
ucb1,232,1540.0,1501.4906852432928,286.5358411179359,0.05475,0.4965,0.24875,0.2
ucb1,233,1498.0,1499.5695617910587,275.5163894868767,0.036,0.3735,0.554,0.0365
ucb1,234,1545.0,1563.6235496254726,244.9267327558582,0.019,0.62975,0.215,0.13625
ucb1,235,1531.0,1535.7616505002075,267.6759422244011,0.014,0.4925,0.2075,0.286
ucb1,236,1544.0,1547.0633759550362,251.38565907748685,0.0325,0.66175,0.2045,0.10125
ucb1,237,1509.0,1538.0575280370401,270.14263451929435,0.04375,0.55825,0.2455,0.1525
ucb1,238,1544.0,1524.1488162403662,269.43660475045704,0.04125,0.55525,0.25125,0.15225
ucb1,239,1532.0,1536.865550301634,259.58968029183876,0.0305,0.54425,0.2795,0.14575
ucb1,240,1507.0,1514.4551496820145,271.70343368647934,0.054,0.56775,0.2705,0.10775
ucb1,241,1549.0,1540.7088649852126,246.93894909126266,0.04175,0.6335,0.2595,0.06525
ucb1,242,1523.0,1511.2578558491355,281.870512459418,0.03775,0.45775,0.2435,0.261
ucb1,243,1481.0,1519.638085046054,278.59817348279086,0.03675,0.47025,0.35575,0.13725
ucb1,244,1503.0,1528.3055047029443,260.7868493897745,0.04125,0.6045,0.2005,0.15375
ucb1,245,1517.0,1527.6601518368827,259.0886187869782,0.0265,0.577,0.1985,0.198
ucb1,246,1552.0,1542.5611514853456,260.9296108066346,0.02925,0.57525,0.27275,0.12275
ucb1,247,1624.0,1556.0403436897213,243.13561967172313,0.0355,0.658,0.17125,0.13525
ucb1,248,1509.0,1516.3104049788383,268.5610983900382,0.04175,0.5255,0.31225,0.1205
ucb1,249,1559.0,1535.0887747744746,252.8382246710988,0.03975,0.626,0.18375,0.1505
ucb1,250,1525.0,1508.1132927445913,277.4102114395776,0.041,0.48275,0.25375,0.2225
