policy,rep,cumulative_reward,expected_cumulative_reward,oracle_regret,share_arm0,share_arm1,share_arm2,share_arm3
fixed,295,1388.0,1388.629089192023,422.6367592145966,0.2575,0.239,0.2425,0.261
fixed,296,1396.0,1364.8184641927942,407.0310309635495,0.25,0.25375,0.24825,0.248
fixed,297,1407.0,1383.9189425556915,403.48571747019696,0.25475,0.24525,0.23575,0.26425
fixed,298,1330.0,1359.2416528853532,411.11056847624366,0.2585,0.25475,0.24175,0.245
fixed,299,1445.0,1398.611594347088,418.7426266854783,0.25025,0.24375,0.2515,0.2545
epsilon_greedy,0,1613.0,1592.4143903035983,206.89953604780783,0.031,0.903,0.03625,0.02975
epsilon_greedy,1,1557.0,1587.0192244214222,219.5781389315842,0.03425,0.8805,0.059,0.02625
epsilon_greedy,2,1542.0,1546.4600543082056,209.0905531629616,0.02375,0.92275,0.0265,0.027
epsilon_greedy,3,1530.0,1509.1797190931584,277.0734616486552,0.026,0.549,0.025,0.4
epsilon_greedy,4,1602.0,1582.177925444375,208.50804918471124,0.01975,0.90625,0.043,0.031
epsilon_greedy,5,1567.0,1558.5095895713243,224.39275856155132,0.0365,0.851,0.07675,0.03575
epsilon_greedy,6,1638.0,1595.9264216603842,211.4505725525379,0.02675,0.9185,0.02725,0.0275
epsilon_greedy,7,1563.0,1568.7128702754385,221.3907695023701,0.027,0.8655,0.05075,0.05675
epsilon_greedy,8,1436.0,1462.697996695484,318.2521515325411,0.03075,0.022,0.811,0.13625
epsilon_greedy,9,1597.0,1603.6477956683516,203.0292708961737,0.027,0.9135,0.02525,0.03425
epsilon_greedy,10,1478.0,1453.0219922795427,331.71826885252364,0.0265,0.2235,0.028,0.722
epsilon_greedy,11,1540.0,1594.813815935605,204.67727556025145,0.0295,0.9245,0.022,0.024
epsilon_greedy,12,1518.0,1555.5743596578343,227.55812143755145,0.0215,0.763,0.18175,0.03375
epsilon_greedy,13,1453.0,1436.2154212303171,369.0597276336374,0.02675,0.02775,0.0935,0.852
epsilon_greedy,14,1608.0,1589.24224321054,203.4256450270572,0.026,0.924,0.023,0.027
epsilon_greedy,15,1364.0,1398.1603872017718,408.1740949772732,0.12,0.0265,0.14075,0.71275
epsilon_greedy,16,1476.0,1502.3982324491014,276.71266152315354,0.03475,0.32025,0.61025,0.03475
epsilon_greedy,17,1572.0,1593.7497330794258,218.0480233623533,0.03125,0.9105,0.026,0.03225
epsilon_greedy,18,1589.0,1587.781636227034,205.0780885955745,0.023,0.9265,0.0285,0.022
epsilon_greedy,19,1615.0,1598.9517271995276,206.72784007909684,0.024,0.912,0.025,0.039
epsilon_greedy,20,1460.0,1483.5835034479735,317.59674171563944,0.02175,0.027,0.879,0.07225
epsilon_greedy,21,1492.0,1481.0385403402872,307.7483807513134,0.0245,0.02525,0.91875,0.0315
epsilon_greedy,22,1560.0,1578.620519877647,211.80773614938187,0.023,0.90725,0.03975,0.03
epsilon_greedy,23,1577.0,1595.070454150857,208.4945632423577,0.02725,0.9235,0.02675,0.0225
epsilon_greedy,24,1557.0,1570.3166963248225,211.11881542243208,0.02925,0.913,0.0245,0.03325
epsilon_greedy,25,1505.0,1572.566299172744,218.51386262831824,0.0265,0.856,0.077,0.0405
epsilon_greedy,26,1553.0,1551.7334191701202,222.19804925229693,0.02625,0.83175,0.0725,0.0695
epsilon_greedy,27,1556.0,1591.3928501322098,198.85505693779223,0.02575,0.91175,0.03625,0.02625
epsilon_greedy,28,1490.0,1501.737244132251,292.29065469752675,0.02175,0.208,0.7215,0.04875
epsilon_greedy,29,1493.0,1570.9584683322194,212.6803257906392,0.02875,0.914,0.029,0.02825
epsilon_greedy,30,1561.0,1582.4384256346111,208.47289552619424,0.027,0.91975,0.02525,0.028
epsilon_greedy,31,1455.0,1419.0891086263582,364.16711664083584,0.0245,0.0625,0.02375,0.88925
epsilon_greedy,32,1602.0,1579.421959280886,213.15421155597448,0.02875,0.91325,0.02275,0.03525
epsilon_greedy,33,1583.0,1594.2835195105476,202.45979410426983,0.02425,0.92375,0.02725,0.02475
epsilon_greedy,34,1550.0,1562.0767373903388,209.42934590945745,0.022,0.91575,0.03625,0.026
epsilon_greedy,35,1558.0,1566.9652143517887,210.86439463652425,0.02775,0.9225,0.025,0.02475
epsilon_greedy,36,1518.0,1501.204435931184,277.39782964552603,0.03125,0.44975,0.25175,0.26725
epsilon_greedy,37,1582.0,1592.7915269166967,208.5748212356096,0.02275,0.8565,0.09475,0.026
epsilon_greedy,38,1518.0,1477.115476626058,320.9840029789273,0.028,0.02025,0.9245,0.02725
epsilon_greedy,39,1577.0,1579.3751977820737,205.1183497825212,0.02775,0.917,0.029,0.02625
epsilon_greedy,40,1573.0,1568.770952003475,210.3405623724334,0.02325,0.9245,0.02425,0.028
epsilon_greedy,41,1530.0,1571.2041623602556,210.9474137819107,0.0225,0.88025,0.0725,0.02475
epsilon_greedy,42,1510.0,1564.6537870239845,219.60295409731845,0.03075,0.84225,0.09525,0.03175
epsilon_greedy,43,1551.0,1550.7537729441788,238.2571528458652,0.02575,0.73625,0.0695,0.1685
epsilon_greedy,44,1613.0,1602.3364895970424,208.17351451128675,0.02725,0.904,0.0255,0.04325
epsilon_greedy,45,1428.0,1450.9545701735074,351.2320758726675,0.0285,0.0245,0.43625,0.51075
epsilon_greedy,46,1497.0,1463.7992312938677,327.3662914007955,0.05075,0.02575,0.82575,0.09775
epsilon_greedy,47,1589.0,1593.671278166547,205.827096866778,0.02725,0.925,0.02325,0.0245
epsilon_greedy,48,1486.0,1492.8671964973273,282.4939338331603,0.02525,0.45075,0.04775,0.47625
epsilon_greedy,49,1593.0,1585.932319159,208.1821762852664,0.0225,0.93375,0.018,0.02575
epsilon_greedy,50,1592.0,1571.9306556923702,214.94025402689115,0.03075,0.887,0.0475,0.03475
epsilon_greedy,51,1603.0,1569.597561258816,231.02349465481376,0.02375,0.728,0.20875,0.0395
epsilon_greedy,52,1549.0,1577.6953199843265,213.46929220053048,0.02875,0.8965,0.051,0.02375
epsilon_greedy,53,1592.0,1562.8606297503818,222.0213797871697,0.02925,0.7875,0.1455,0.03775
epsilon_greedy,54,1572.0,1583.4551237770124,210.3615383683801,0.0265,0.92475,0.024,0.02475
epsilon_greedy,55,1626.0,1577.049655756343,216.6077840772936,0.03375,0.88525,0.05575,0.02525
epsilon_greedy,56,1573.0,1574.2005758936511,206.61297478651483,0.02525,0.902,0.03275,0.04
epsilon_greedy,57,1429.0,1472.9154063657415,301.75663336251955,0.03025,0.10275,0.83875,0.02825
epsilon_greedy,58,1511.0,1469.2281484386576,309.9472763505923,0.02275,0.02525,0.90475,0.04725
epsilon_greedy,59,1432.0,1420.0170452812913,370.35712685272506,0.03325,0.024,0.026,0.91675
epsilon_greedy,60,1505.0,1501.1184493453404,282.38387702681814,0.02425,0.2935,0.65925,0.023
epsilon_greedy,61,1574.0,1585.9756782713366,215.9157595493104,0.02675,0.86775,0.02525,0.08025
epsilon_greedy,62,1486.0,1509.8727729312964,292.4092474719144,0.0305,0.47,0.0235,0.476
epsilon_greedy,63,1554.0,1574.24787808459,214.24655493096543,0.03825,0.91125,0.02375,0.02675
epsilon_greedy,64,1643.0,1581.9876731806512,216.0612604386069,0.03275,0.90975,0.03375,0.02375
epsilon_greedy,65,1564.0,1581.6732015099783,208.967499883064,0.03375,0.917,0.02725,0.022
epsilon_greedy,66,1571.0,1555.3559868691202,209.25344330101052,0.02525,0.869,0.0745,0.03125
epsilon_greedy,67,1601.0,1567.1489183916156,219.23883411340205,0.0305,0.84175,0.039,0.08875
epsilon_greedy,68,1577.0,1575.8900353980637,224.83024710433023,0.03425,0.882,0.023,0.06075
epsilon_greedy,69,1479.0,1478.7528387829864,308.9391894517858,0.0255,0.045,0.906,0.0235
epsilon_greedy,70,1575.0,1580.4921404068548,207.64541692357847,0.02675,0.91625,0.02525,0.03175
epsilon_greedy,71,1509.0,1480.5199936340118,313.9639899029947,0.025,0.03025,0.90025,0.0445
epsilon_greedy,72,1597.0,1592.1579927562443,206.16220601560536,0.02425,0.90625,0.04375,0.02575
epsilon_greedy,73,1535.0,1545.895450073348,239.45095521801147,0.0215,0.6465,0.198,0.134
epsilon_greedy,74,1479.0,1458.9120293204655,306.34739362986306,0.0245,0.03525,0.914,0.02625
epsilon_greedy,75,1541.0,1588.1516017331717,213.3118165612441,0.02525,0.87125,0.0845,0.019
epsilon_greedy,76,1606.0,1589.1342015468044,198.0860432781444,0.0255,0.92275,0.02475,0.027
epsilon_greedy,77,1471.0,1428.3358652409108,366.82492779103467,0.02625,0.029,0.02825,0.9165
epsilon_greedy,78,1420.0,1432.442347753105,370.8979847140486,0.025,0.0295,0.03475,0.91075
epsilon_greedy,79,1546.0,1589.368025200462,208.75837755312688,0.02625,0.90125,0.03225,0.04025
epsilon_greedy,80,1439.0,1472.7600927641229,314.2299696242419,0.02625,0.0375,0.848,0.08825
epsilon_greedy,81,1540.0,1581.4699187604056,204.77870870710825,0.02225,0.906,0.03775,0.034
epsilon_greedy,82,1552.0,1567.0812974285177,210.8770973029188,0.02425,0.91775,0.027,0.031
epsilon_greedy,83,1628.0,1563.4346112904827,208.505538993442,0.02675,0.8945,0.0585,0.02025
epsilon_greedy,84,1503.0,1466.820302000384,315.8305247922788,0.02825,0.028,0.90875,0.035
epsilon_greedy,85,1632.0,1594.6271659534725,206.15970129451253,0.023,0.90125,0.02625,0.0495
epsilon_greedy,86,1490.0,1478.8166640835454,308.62321555063147,0.04325,0.13025,0.80125,0.02525
epsilon_greedy,87,1529.0,1539.547807494769,237.72669521528445,0.03,0.61525,0.326,0.02875
epsilon_greedy,88,1549.0,1534.5952150067378,231.2339436027879,0.02775,0.7535,0.18725,0.0315
epsilon_greedy,89,1575.0,1566.1425685688637,223.80872580494727,0.02825,0.7435,0.2015,0.02675
epsilon_greedy,90,1541.0,1573.085086316245,224.83539289964392,0.024,0.801,0.136,0.039
epsilon_greedy,91,1601.0,1564.7566643867758,218.14814690247132,0.0325,0.87625,0.0655,0.02575
epsilon_greedy,92,1564.0,1583.218220482737,199.76727927501588,0.02625,0.92425,0.02475,0.02475
epsilon_greedy,93,1555.0,1568.565913250737,212.94896634568747,0.02425,0.92375,0.026,0.026
epsilon_greedy,94,1606.0,1571.6564239535878,213.43579399498017,0.025,0.88,0.02525,0.06975
epsilon_greedy,95,1561.0,1561.816144874328,218.4025898613985,0.02275,0.85025,0.02375,0.10325
epsilon_greedy,96,1554.0,1578.4469033611213,211.8147249343438,0.02325,0.892,0.05225,0.0325
epsilon_greedy,97,1430.0,1480.129360881795,314.1229821047866,0.022,0.02825,0.90075,0.049
epsilon_greedy,98,1566.0,1567.0997977854836,221.6640428087892,0.04125,0.9045,0.03025,0.024
epsilon_greedy,99,1442.0,1444.2385215203976,357.7563198215123,0.028,0.068,0.08775,0.81625
epsilon_greedy,100,1450.0,1480.884342738913,320.83830543492263,0.02875,0.025,0.8565,0.08975
epsilon_greedy,101,1570.0,1571.5924178981286,210.31414286701448,0.02525,0.8845,0.0395,0.05075
epsilon_greedy,102,1514.0,1482.6274782195055,313.52507849181427,0.03,0.08975,0.675,0.20525
epsilon_greedy,103,1386.0,1442.4528298763016,339.76212349073654,0.02675,0.03875,0.44025,0.49425
epsilon_greedy,104,1601.0,1594.213198114776,202.69689684671224,0.024,0.914,0.02875,0.03325
epsilon_greedy,105,1637.0,1587.6449043060188,202.5813463805615,0.021,0.91875,0.03225,0.028
epsilon_greedy,106,1635.0,1597.0049769987636,199.77264491280656,0.0215,0.928,0.02425,0.02625
epsilon_greedy,107,1489.0,1475.05993197524,313.472300748492,0.0285,0.078,0.80225,0.09125
epsilon_greedy,108,1579.0,1564.351137306772,209.17761744310457,0.02225,0.911,0.039,0.02775
epsilon_greedy,109,1560.0,1580.2620523986277,215.6010909802044,0.02675,0.84425,0.0835,0.0455
epsilon_greedy,110,1567.0,1567.9779048224357,220.63899254614765,0.06025,0.89575,0.02,0.024
epsilon_greedy,111,1568.0,1566.867284515562,228.58881386407904,0.0245,0.80975,0.0435,0.12225
epsilon_greedy,112,1595.0,1575.9991855351652,206.64350861789268,0.0215,0.9205,0.0275,0.0305
epsilon_greedy,113,1508.0,1464.117443746051,316.4364174460809,0.03,0.02475,0.9125,0.03275
epsilon_greedy,114,1616.0,1571.2198057375542,205.62155167711504,0.02775,0.91975,0.02825,0.02425
epsilon_greedy,115,1609.0,1572.5066693979766,204.11180182249325,0.028,0.914,0.03325,0.02475
epsilon_greedy,116,1568.0,1581.9977262133414,210.2556515113561,0.03125,0.9155,0.027,0.02625
epsilon_greedy,117,1527.0,1489.640458052249,309.13974694691376,0.06925,0.31,0.50475,0.116
epsilon_greedy,118,1546.0,1575.5516855140188,209.85087394900705,0.035,0.91375,0.02875,0.0225
epsilon_greedy,119,1547.0,1578.5183706217215,220.8128128403349,0.03025,0.82875,0.114,0.027
epsilon_greedy,120,1592.0,1592.0335723176113,203.7293247896855,0.02525,0.915,0.035,0.02475
epsilon_greedy,121,1563.0,1587.4342025800802,215.08913707678343,0.0285,0.87825,0.04125,0.052
epsilon_greedy,122,1608.0,1577.3578949826476,218.0741561669581,0.0315,0.82275,0.12025,0.0255
epsilon_greedy,123,1480.0,1474.1485807645818,321.80002918754144,0.0245,0.0385,0.8185,0.1185
epsilon_greedy,124,1542.0,1542.3534812196854,239.13255136339728,0.028,0.794,0.0475,0.1305
epsilon_greedy,125,1575.0,1583.7446224575174,216.7132973924439,0.02925,0.875,0.034,0.06175
epsilon_greedy,126,1509.0,1475.5176333546576,308.4588259466502,0.02575,0.0735,0.8745,0.02625
epsilon_greedy,127,1555.0,1574.1842712602936,209.820756224065,0.0255,0.92,0.0265,0.028
epsilon_greedy,128,1584.0,1585.3540552074585,204.45209671617133,0.02625,0.92575,0.02175,0.02625
epsilon_greedy,129,1594.0,1560.6362015917446,210.18642146303475,0.02175,0.9045,0.04175,0.032
epsilon_greedy,130,1436.0,1488.3332188119102,306.20989553831583,0.02725,0.1535,0.79025,0.029
epsilon_greedy,131,1613.0,1560.9158520106246,232.32134363964303,0.024,0.8075,0.0375,0.131
epsilon_greedy,132,1504.0,1471.2067922824822,318.72095246342815,0.0255,0.0245,0.81725,0.13275
epsilon_greedy,133,1575.0,1573.1804758631274,208.6525051173164,0.0225,0.85725,0.0475,0.07275
epsilon_greedy,134,1377.0,1418.4226571614222,369.94082081157137,0.024,0.027,0.0305,0.9185
epsilon_greedy,135,1499.0,1470.2446608202404,304.4059166738175,0.02375,0.032,0.9065,0.03775
epsilon_greedy,136,1613.0,1597.840334171361,207.11600415822423,0.0255,0.92425,0.02175,0.0285
epsilon_greedy,137,1587.0,1572.1317305812563,211.6508610619352,0.02475,0.87475,0.07175,0.02875
epsilon_greedy,138,1636.0,1593.606682665578,194.49757045555663,0.01875,0.9325,0.02375,0.025
epsilon_greedy,139,1500.0,1477.1900068291463,310.33776189010257,0.02325,0.02525,0.9085,0.043
epsilon_greedy,140,1608.0,1575.636481385117,214.5226365820457,0.0225,0.84725,0.0875,0.04275
epsilon_greedy,141,1484.0,1580.1658410391972,213.92530121976765,0.02625,0.90775,0.0345,0.0315
epsilon_greedy,142,1567.0,1519.6590501609542,260.6593527168402,0.02575,0.549,0.02575,0.3995
epsilon_greedy,143,1546.0,1553.373725350829,232.92545906284303,0.02375,0.69075,0.25275,0.03275
epsilon_greedy,144,1571.0,1584.4149442916128,210.00052448382337,0.02275,0.90925,0.034,0.034
epsilon_greedy,145,1604.0,1602.9408349469445,198.9472473007708,0.02225,0.9265,0.02725,0.024
epsilon_greedy,146,1581.0,1548.5184328126986,246.7557298257913,0.032,0.649,0.25775,0.06125
epsilon_greedy,147,1537.0,1583.2493898767077,204.91842807768649,0.02825,0.9175,0.0305,0.02375
epsilon_greedy,148,1571.0,1588.5009983912564,204.2713640089244,0.02375,0.87825,0.07325,0.02475
epsilon_greedy,149,1651.0,1609.986713887066,200.00515106579687,0.02375,0.91975,0.02975,0.02675
epsilon_greedy,150,1640.0,1574.9220811539874,204.55668265872123,0.0245,0.91325,0.02475,0.0375
epsilon_greedy,151,1469.0,1473.9197895558705,304.8653375678086,0.022,0.04875,0.88525,0.044
epsilon_greedy,152,1595.0,1591.117216270387,205.56907422794103,0.02625,0.91325,0.036,0.0245
epsilon_greedy,153,1605.0,1571.3745013868106,226.9984503033252,0.0265,0.74925,0.19075,0.0335
epsilon_greedy,154,1540.0,1570.3805963609625,216.68390458474585,0.02625,0.834,0.1155,0.02425
epsilon_greedy,155,1506.0,1505.6913143376398,259.61215019584404,0.03025,0.648,0.02575,0.296
epsilon_greedy,156,1587.0,1572.5704877246856,211.54565760728235,0.02675,0.89575,0.03275,0.04475
epsilon_greedy,157,1464.0,1476.5288768589849,308.5763639097008,0.02375,0.02925,0.9235,0.0235
epsilon_greedy,158,1549.0,1497.0102732234377,285.66469499645547,0.03275,0.26675,0.67675,0.02375
epsilon_greedy,159,1556.0,1570.028001656518,215.19439965466043,0.032,0.888,0.0255,0.0545
epsilon_greedy,160,1461.0,1462.556960018126,348.3463250541278,0.0265,0.1635,0.03925,0.77075
epsilon_greedy,161,1585.0,1561.4157037089185,228.85505909076812,0.02875,0.83125,0.04025,0.09975
epsilon_greedy,162,1627.0,1591.3111762183876,209.687472627364,0.02575,0.9175,0.03,0.02675
epsilon_greedy,163,1513.0,1561.7035145123175,206.1228469077737,0.02575,0.9245,0.0245,0.02525
epsilon_greedy,164,1433.0,1490.0525909088697,312.9308439469864,0.03075,0.08,0.84875,0.0405
epsilon_greedy,165,1484.0,1441.645244757599,344.99875324043984,0.03,0.02775,0.3685,0.57375
epsilon_greedy,166,1530.0,1572.857114915073,215.14747508583145,0.0245,0.90525,0.026,0.04425
epsilon_greedy,167,1511.0,1478.332992687276,316.09745115742703,0.028,0.03775,0.90775,0.0265
epsilon_greedy,168,1541.0,1585.7578284191654,221.982487806718,0.02225,0.83325,0.0465,0.098
epsilon_greedy,169,1497.0,1480.796379398127,319.23839061991146,0.0265,0.0245,0.9245,0.0245
epsilon_greedy,170,1472.0,1465.0266203959682,310.2098493946586,0.03075,0.0245,0.92175,0.023
epsilon_greedy,171,1578.0,1560.8843988169317,220.76566678361755,0.029,0.837,0.02525,0.10875
epsilon_greedy,172,1529.0,1567.045239461714,214.38258285878052,0.04125,0.907,0.0245,0.02725
epsilon_greedy,173,1603.0,1587.8100862079357,204.4610759818907,0.03025,0.92375,0.024,0.022
epsilon_greedy,174,1499.0,1515.4416037513352,283.754117845104,0.02175,0.471,0.05525,0.452
epsilon_greedy,175,1451.0,1461.636869920835,334.579288249149,0.02825,0.171,0.16475,0.636
epsilon_greedy,176,1433.0,1418.3522683642832,363.6542537498398,0.03075,0.0495,0.02525,0.8945
epsilon_greedy,177,1593.0,1563.1176140150642,225.55752567244656,0.048,0.9055,0.022,0.0245
epsilon_greedy,178,1566.0,1549.1824401050656,243.81057141708243,0.0285,0.64825,0.0265,0.29675
epsilon_greedy,179,1530.0,1510.718466628737,286.36385754067106,0.026,0.445,0.04775,0.48125
epsilon_greedy,180,1620.0,1605.6203386663087,211.3145916518069,0.03975,0.904,0.0285,0.02775
epsilon_greedy,181,1526.0,1558.432842952892,224.7449166807222,0.0265,0.804,0.0305,0.139
epsilon_greedy,182,1559.0,1489.5345718627686,309.8357480607363,0.02425,0.0605,0.89075,0.0245
epsilon_greedy,183,1556.0,1548.4071033004716,232.27450609201384,0.03375,0.8135,0.03725,0.1155
epsilon_greedy,184,1392.0,1406.096065253712,379.1192264499895,0.0355,0.02725,0.02175,0.9155
epsilon_greedy,185,1473.0,1468.2443702667315,315.4591159470118,0.02625,0.023,0.844,0.10675
epsilon_greedy,186,1611.0,1572.1069555973622,210.85034169804533,0.026,0.90075,0.02025,0.053
epsilon_greedy,187,1518.0,1470.287188865109,322.3785666281972,0.03,0.026,0.811,0.133
epsilon_greedy,188,1569.0,1580.6010239499385,215.06716975903623,0.02625,0.86525,0.08325,0.02525
epsilon_greedy,189,1462.0,1456.0521498703213,322.5759651223044,0.0295,0.04,0.677,0.2535
epsilon_greedy,190,1533.0,1573.1626563332577,210.53966969583087,0.02425,0.9165,0.037,0.02225
epsilon_greedy,191,1486.0,1476.0136521056293,308.33407585295726,0.02325,0.02275,0.9185,0.0355
epsilon_greedy,192,1580.0,1572.2224036652665,215.21551958272383,0.027,0.916,0.02575,0.03125
epsilon_greedy,193,1525.0,1566.3588631091925,221.4189966843093,0.024,0.8485,0.03725,0.09025
epsilon_greedy,194,1560.0,1573.287100725494,212.39700107186417,0.0275,0.90575,0.03875,0.028
epsilon_greedy,195,1583.0,1571.3964035253784,213.29506931753377,0.03175,0.91025,0.03,0.028
epsilon_greedy,196,1471.0,1476.0665263943065,327.80333217308186,0.03475,0.25,0.0365,0.67875
epsilon_greedy,197,1648.0,1597.293829212303,210.6590734428795,0.0245,0.90775,0.02475,0.043
epsilon_greedy,198,1594.0,1554.472250074034,212.51075255503525,0.0275,0.899,0.04775,0.02575
epsilon_greedy,199,1550.0,1546.9642278618462,258.71360262802364,0.023,0.473,0.476,0.028
epsilon_greedy,200,1587.0,1586.1642919062274,214.95261315197465,0.028,0.8855,0.04025,0.04625
epsilon_greedy,201,1494.0,1559.5322913211444,209.4699276577564,0.02675,0.92325,0.0235,0.0265
epsilon_greedy,202,1562.0,1561.7383304989144,209.29099545077773,0.0285,0.8445,0.1025,0.0245
epsilon_greedy,203,1566.0,1586.633653383792,210.2633292218925,0.026,0.89875,0.038,0.03725
epsilon_greedy,204,1479.0,1438.2519248211893,330.563085703089,0.02475,0.16575,0.02425,0.78525
epsilon_greedy,205,1566.0,1577.966593298687,217.56880425169976,0.0215,0.91725,0.02675,0.0345
epsilon_greedy,206,1531.0,1540.0294477365724,233.37317532108216,0.03575,0.80025,0.0305,0.1335
epsilon_greedy,207,1413.0,1433.7182747843945,358.5479218912308,0.0255,0.055,0.0215,0.898
epsilon_greedy,208,1502.0,1492.1056405237,299.01966780771284,0.023,0.09775,0.85575,0.0235
epsilon_greedy,209,1605.0,1588.0131895339798,215.31488361777983,0.023,0.841,0.031,0.105
epsilon_greedy,210,1570.0,1571.5160356732872,209.3158574959997,0.0255,0.91375,0.03525,0.0255
epsilon_greedy,211,1564.0,1554.562444874049,258.2719564879436,0.1145,0.82225,0.02775,0.0355
epsilon_greedy,212,1632.0,1586.6334274586625,203.4925707909948,0.02375,0.92425,0.0255,0.0265
epsilon_greedy,213,1640.0,1555.8378375040031,229.99468506789376,0.0295,0.7955,0.0245,0.1505
epsilon_greedy,214,1601.0,1595.9193971505106,209.50048485562144,0.024,0.9005,0.0325,0.043
epsilon_greedy,215,1408.0,1427.759985354232,356.81912943809243,0.0255,0.03825,0.03925,0.897
epsilon_greedy,216,1527.0,1571.5287156850272,213.049811635496,0.02825,0.88725,0.0465,0.038
epsilon_greedy,217,1577.0,1556.267086781428,210.04602072168305,0.0285,0.915,0.02875,0.02775
epsilon_greedy,218,1576.0,1585.515771093244,207.7243560481516,0.03025,0.9175,0.02875,0.0235
epsilon_greedy,219,1484.0,1489.9060622782245,272.5270800846649,0.05075,0.611,0.028,0.31025
epsilon_greedy,220,1587.0,1590.8337464179328,208.1576169949554,0.03025,0.91275,0.0275,0.0295
epsilon_greedy,221,1520.0,1557.3734526720425,219.12436827342967,0.03275,0.861,0.04675,0.0595
epsilon_greedy,222,1587.0,1550.8900867424445,234.8231811773541,0.03175,0.70475,0.02025,0.24325
epsilon_greedy,223,1569.0,1557.1145585510162,234.478523225929,0.02775,0.75125,0.19325,0.02775
epsilon_greedy,224,1556.0,1583.6043843466632,208.9834335137338,0.026,0.906,0.04025,0.02775
epsilon_greedy,225,1513.0,1538.836226118895,247.3526693790693,0.029,0.604,0.32575,0.04125
epsilon_greedy,226,1460.0,1471.0274535800313,313.09453361172496,0.02625,0.025,0.86875,0.08
epsilon_greedy,227,1509.0,1482.2199209072226,313.6943339492461,0.02775,0.039,0.908,0.02525
epsilon_greedy,228,1537.0,1526.539497845517,274.39158095241885,0.0245,0.5305,0.034,0.411
epsilon_greedy,229,1614.0,1566.4976311264604,218.03419221944847,0.02875,0.8495,0.09425,0.0275
epsilon_greedy,230,1578.0,1524.1523509252438,266.9832020353498,0.02775,0.40675,0.529,0.0365
epsilon_greedy,231,1590.0,1557.223922347326,207.9340238628181,0.029,0.9165,0.0335,0.021
epsilon_greedy,232,1637.0,1582.0346095423988,205.99191681882968,0.02325,0.91325,0.02825,0.03525
epsilon_greedy,233,1493.0,1459.4101655006784,315.675785777257,0.026,0.02275,0.80975,0.1415
epsilon_greedy,234,1622.0,1571.452947360324,237.09733502100667,0.02425,0.714,0.23925,0.0225
epsilon_greedy,235,1500.0,1475.282721315069,328.1548714095395,0.04825,0.025,0.9,0.02675
epsilon_greedy,236,1571.0,1580.3855253846789,218.0635096478444,0.02725,0.916,0.032,0.02475
epsilon_greedy,237,1463.0,1441.4813889104312,366.7187736459036,0.02175,0.03775,0.02775,0.91275
epsilon_greedy,238,1576.0,1590.0581428564049,203.52727813441825,0.0215,0.9285,0.02325,0.02675
epsilon_greedy,239,1456.0,1443.2162391615466,353.23899143192625,0.022,0.114,0.05375,0.81025
epsilon_greedy,240,1475.0,1461.8864297092182,324.2721536592758,0.0255,0.02725,0.776,0.17125
epsilon_greedy,241,1484.0,1457.514237314344,330.13357676213127,0.06375,0.04175,0.8425,0.052
epsilon_greedy,242,1567.0,1588.2624189762787,204.86594933227485,0.025,0.91375,0.038,0.02325
epsilon_greedy,243,1430.0,1473.5529840465124,324.6832744823322,0.02975,0.0255,0.82275,0.122
epsilon_greedy,244,1575.0,1583.1390498233304,205.95330426938807,0.0245,0.89625,0.05225,0.027
epsilon_greedy,245,1581.0,1578.7832309425949,207.965539681266,0.018,0.89125,0.029,0.06175
epsilon_greedy,246,1576.0,1542.2855322871412,261.2052300048388,0.023,0.63075,0.03475,0.3115
epsilon_greedy,247,1522.0,1480.4111864874478,318.7647768739968,0.02575,0.025,0.9105,0.03875
epsilon_greedy,248,1556.0,1566.021159684833,218.8503436840432,0.02225,0.85,0.066,0.06175
epsilon_greedy,249,1610.0,1583.0939255984745,204.83307384709912,0.02275,0.90825,0.0375,0.0315
epsilon_greedy,250,1565.0,1546.3317061553653,239.1917980288036,0.02325,0.6495,0.29675,0.0305
epsilon_greedy,251,1616.0,1560.6943520329232,229.85546590854744,0.04175,0.8385,0.0765,0.04325
epsilon_greedy,252,1596.0,1590.3662481386564,207.5416127215367,0.0295,0.91825,0.02725,0.025
epsilon_greedy,253,1575.0,1570.283454698659,221.5070668470427,0.02875,0.84625,0.09325,0.03175
epsilon_greedy,254,1426.0,1409.5842071659365,393.5696190499092,0.09475,0.072,0.03025,0.803
epsilon_greedy,255,1469.0,1483.4739702339864,310.0673296653248,0.02575,0.02625,0.9095,0.0385
epsilon_greedy,256,1542.0,1567.7968484530368,210.7389184396665,0.023,0.8865,0.03825,0.05225
epsilon_greedy,257,1524.0,1531.6118517474083,239.54509872389752,0.0235,0.69875,0.20075,0.077
epsilon_greedy,258,1467.0,1493.4884724067988,293.7688005397011,0.023,0.40375,0.0215,0.55175
epsilon_greedy,259,1424.0,1415.6308460741077,366.6081526997814,0.0485,0.023,0.03225,0.89625
epsilon_greedy,260,1511.0,1488.848198384562,319.2106217201608,0.02875,0.02875,0.90775,0.03475
epsilon_greedy,261,1472.0,1431.7185259253677,363.31709256813633,0.03625,0.03225,0.02875,0.90275
epsilon_greedy,262,1590.0,1558.787783395998,212.8092884736658,0.0225,0.86375,0.08725,0.0265
epsilon_greedy,263,1510.0,1499.289105378797,269.21875866494145,0.031,0.4155,0.5215,0.032
epsilon_greedy,264,1580.0,1554.4035374515918,220.8697518835844,0.03175,0.8365,0.06925,0.0625
