policy,segment,arm,estimate,ci_low,ci_high,valid,rep
thompson,1,2,0.11277905395307063,-0.037838097621749264,0.2633962055278905,True,9
thompson,1,3,0.06052734144664176,-0.09090090229160205,0.21195558518488558,True,9
thompson,2,1,0.38252620565720047,0.2014139542854827,0.5636384570289182,True,9
thompson,2,2,0.040557083089223823,-0.15976882246288515,0.24088298864133278,True,9
thompson,2,3,0.04981901846851871,-0.14886459178599004,0.24850262872302747,True,9
thompson,0,1,0.05549000611774821,-0.060563953434657564,0.17154396567015398,True,10
thompson,0,2,0.16738696214391363,0.08390669799041026,0.250867226297417,True,10
thompson,0,3,0.14374950107582937,-0.04562652823599503,0.3331255303876538,True,10
thompson,1,1,0.018105969704924178,-0.1663170875460992,0.20252902695594754,True,10
thompson,1,2,0.08959267799440788,-0.028246344558932462,0.20743170054774823,True,10
thompson,1,3,-0.002674761106010036,-0.18788446480265697,0.1825349425906369,True,10
thompson,2,1,0.270696533553931,0.034853943863284,0.506539123244578,True,10
thompson,2,2,0.07735336956300155,-0.12621343241142602,0.2809201715374291,True,10
thompson,2,3,-0.018661035545466803,-0.3249693110630636,0.28764723997213004,True,10
thompson,0,1,0.11461398839870514,-0.01667498263466781,0.24590295943207807,True,11
thompson,0,2,0.2012584015116945,0.054319051766078236,0.3481977512573108,True,11
thompson,0,3,0.10620881156531,-0.06900294841847078,0.2814205715490908,True,11
thompson,1,1,0.17765641837643262,0.022796020290070412,0.33251681646279485,True,11
thompson,1,2,0.1633039115104351,0.0005403931928822381,0.326067429827988,True,11
thompson,1,3,0.14853285526984988,-0.04718591262566085,0.3442516231653606,True,11
thompson,2,1,0.4957616101025485,0.2788481577847173,0.7126750624203797,True,11
thompson,2,2,0.24035569661088524,-0.00990189795918428,0.49061329118095476,True,11
thompson,2,3,0.08644738921323726,-0.18925394903808723,0.3621487274645617,True,11
thompson,0,1,0.0914502040358395,-0.025897857009279976,0.208798265080959,True,12
thompson,0,2,0.10653693993989358,-0.030701676688937474,0.24377555656872463,True,12
thompson,0,3,0.1994636829714095,0.07362608639897139,0.32530127954384763,True,12
thompson,1,1,0.18906906149003744,0.022190120302845145,0.3559480026772297,True,12
thompson,1,2,0.051334138682402226,-0.13699504964938816,0.2396633270141926,True,12
thompson,1,3,0.10947742821853883,-0.06700103316773397,0.2859558896048116,True,12
thompson,2,1,0.2792340472463511,0.029449195110814008,0.5290188993818882,True,12
thompson,2,2,0.12515587682664098,-0.15083243612115194,0.4011441897744339,True,12
thompson,2,3,0.05182842578993116,-0.20676374763448804,0.3104205992143504,True,12
thompson,0,1,0.08769327115941301,-0.01295448820991875,0.1883410305287448,True,13
thompson,0,2,0.14119741617240145,0.01932984775606135,0.26306498458874156,True,13
thompson,0,3,0.2573379081759947,0.1273786093355734,0.387297207016416,True,13
thompson,1,1,0.15725469118168425,-0.007887578362177766,0.32239696072554624,True,13
thompson,1,2,0.05171160837814368,-0.1397230916814052,0.24314630843769255,True,13
thompson,1,3,-0.02227740320229775,-0.21006456696062575,0.16550976055603023,True,13
thompson,2,1,0.34023450233605157,0.17529893036651248,0.5051700743055907,True,13
thompson,2,2,0.11587085193009658,-0.08860015093320409,0.3203418547933973,True,13
thompson,2,3,-0.023692532942211887,-0.2183158427895285,0.17093077690510475,True,13
thompson,0,1,0.04759838465789113,-0.05660640513650531,0.15180317445228758,True,14
thompson,0,2,0.1207627987036778,0.0008435908095070777,0.24068200659784852,True,14
thompson,0,3,0.2338924676370019,0.09778967840773994,0.36999525686626383,True,14
thompson,1,1,0.19071825044495375,0.04841052619053579,0.3330259746993717,True,14
thompson,1,2,0.14759641157428938,-0.015215616600678883,0.31040843974925764,True,14
thompson,1,3,0.1237246752135602,-0.04174462139162413,0.2891939718187445,True,14
thompson,2,1,0.2349799811024451,-0.031746270355989537,0.5017062325608798,True,14
thompson,2,2,0.1050844667449969,-0.1935128198954823,0.40368175338547607,True,14
thompson,2,3,-0.08348137772332442,-0.38609746733192485,0.219134711885276,True,14
thompson,0,1,0.08491564753957886,-0.04491963033335497,0.2147509254125127,True,15
thompson,0,2,0.20536521377546735,0.08250193119228813,0.3282284963586466,True,15
thompson,0,3,0.25560801111370823,0.12582006128253342,0.38539596094488304,True,15
thompson,1,1,0.18657694493953125,0.054427420798347115,0.3187264690807154,True,15
thompson,1,2,0.17324210592115888,0.04758492664467015,0.29889928519764764,True,15
thompson,1,3,0.06845838885849373,-0.06327920785064323,0.20019598556763069,True,15
thompson,2,1,0.3636669310868608,0.14551443510887052,0.5818194270648511,True,15
