policy,segment,arm,truth,mean_estimate,bias,coverage,n_reps
thompson,0,1,0.08293421423799496,0.08730588664231013,0.004371672404315163,0.9266666666666666,150
thompson,0,2,0.14201241593992536,0.15122077047785445,0.009208354537929096,0.92,150
thompson,0,3,0.1846167899767418,0.19085046843484751,0.006233678458105721,0.9333333333333333,150
thompson,1,1,0.17827177054698018,0.1734785368537772,-0.004793233693202963,0.9866666666666667,150
thompson,1,2,0.12185549824671016,0.11920605710313002,-0.0026494411435801415,0.9333333333333333,150
thompson,1,3,0.08929218969062036,0.08145940603339875,-0.0078327836572216,0.9733333333333334,150
thompson,2,1,0.2728089086362603,0.27202876331105114,-0.0007801453252091456,0.9333333333333333,150
thompson,2,2,0.08978320580666155,0.08246512287418081,-0.007318082932480737,0.9533333333333334,150
thompson,2,3,-0.02131335901718745,-0.026454589884190746,-0.005141230867003296,0.96,150
